loan_id,origination_SeriousDlqin2yrs,origination_RevolvingUtilizationOfUnsecuredLines,origination_age,origination_NumberOfTime30-59DaysPastDueNotWorse,origination_DebtRatio,origination_MonthlyIncome,origination_NumberOfOpenCreditLinesAndLoans,origination_NumberOfTimes90DaysLate,origination_NumberRealEstateLoansOrLines,origination_NumberOfTime60-89DaysPastDueNotWorse,origination_NumberOfDependents,origination_origination_PD,current_SeriousDlqin2yrs,current_RevolvingUtilizationOfUnsecuredLines,current_age,current_NumberOfTime30-59DaysPastDueNotWorse,current_DebtRatio,current_MonthlyIncome,current_NumberOfOpenCreditLinesAndLoans,current_NumberOfTimes90DaysLate,current_NumberRealEstateLoansOrLines,current_NumberOfTime60-89DaysPastDueNotWorse,current_NumberOfDependents,current_origination_PD,current_trajectory,current_current_PD,pd_origin,pd_current,product_type,security_status,collateral_type,balance,ead,eir,remaining_lifetime_months,lgd_category,lgd,default_status
5890,1,0.152292821,60,6,0.682263547,5000.0,23,0,2,0,0.0,0.7364793,1,0.1485985438778689,62,6.0,0.6663518816515712,5355.789850924149,23.0,0.0,2.0,0.0,0.0,0.7364793,stable,0.8526061,0.7364793,0.8526061,mortgage,secured,real_estate,600776.192408307,600776.192408307,0.05765411443205455,273,LGD_MORTGAGE,0.1,1
5891,0,0.0,61,0,0.099237611,7869.0,9,0,2,0,1.0,0.09818542,0,0.0,63,0.0,0.09502091696087954,8139.766824436021,9.0,0.0,2.0,0.0,1.0,0.09818542,stable,0.09309774,0.09818542,0.09309774,mortgage,secured,real_estate,256148.63279657703,256148.63279657703,0.058169195555361555,213,LGD_MORTGAGE,0.1,0
5892,0,0.111914468,59,0,0.022907122,2400.0,3,0,0,0,0.0,0.11719093,0,0.07834305397887031,61,0.0,0.018639148583702126,2698.9853146899104,3.0,0.0,0.0,0.0,0.0,0.11719093,improving,0.20531695,0.11719093,0.20531695,credit_card,unsecured,,3781.1109893687353,3781.1109893687353,0.2030059723389001,16,LGD_CREDIT_CARD,0.55,1
5893,0,0.0,62,0,0.149066735,3910.0,6,0,0,1,0.0,0.54153574,0,0.0,64,0.0,0.1409081989275968,4074.1157724145187,6.0,0.0,0.0,1.0,0.0,0.54153574,stable,0.30178902,0.54153574,0.30178902,credit_card,unsecured,,4268.055268928252,4268.055268928252,0.1958819294114656,10,LGD_CREDIT_CARD,0.55,1
5894,0,0.9999999,56,0,0.343131374,1666.0,1,0,0,0,0.0,0.6062809,0,1.0,58,0.0,0.3620656882932827,1620.669898207606,1.0,1.0,0.0,0.0,0.0,0.6062809,deteriorating,0.5520432,0.6062809,0.5520432,credit_card,unsecured,,8641.13107238991,8641.13107238991,0.2025615590783541,35,LGD_CREDIT_CARD,0.55,1
5895,0,0.026438942,39,0,0.098312851,4800.0,2,0,0,0,2.0,0.06547443,0,0.025424079393730845,41,0.0,0.10028665870664419,5059.198701380784,2.0,0.0,0.0,0.0,2.0,0.06547443,stable,0.60832286,0.06547443,0.60832286,credit_card,unsecured,,9019.607994850907,9019.607994850907,0.16426253439799712,45,LGD_CREDIT_CARD,0.55,0
5896,0,0.894148039,49,1,0.60173913,5174.0,13,0,2,0,0.0,0.770535,0,0.9088026993406064,51,2.0,0.6407863736264944,4809.78762133012,13.0,0.0,2.0,1.0,0.0,0.770535,deteriorating,0.75612986,0.770535,0.75612986,credit_card,unsecured,,2005.559519060567,2005.559519060567,0.20779777846719322,4,LGD_CREDIT_CARD,0.55,0
5897,0,0.010216435,51,0,0.383434396,7750.0,10,0,1,0,2.0,0.095832676,0,0.011217192186238317,53,0.0,0.4398923413696712,7378.656281562558,10.0,1.0,1.0,0.0,2.0,0.095832676,deteriorating,0.29509035,0.095832676,0.29509035,credit_card,unsecured,,14529.594720975878,14529.594720975878,0.1975730107813816,19,LGD_CREDIT_CARD,0.55,0
5898,0,0.0,53,0,0.015796841,5000.0,3,1,0,0,0.0,0.827521,0,0.0,55,0.0,0.016461211917463206,4955.482187731097,3.0,1.0,0.0,0.0,0.0,0.827521,stable,0.8364637,0.827521,0.8364637,credit_card,unsecured,,2847.0606047705073,2847.0606047705073,0.18073440998123375,42,LGD_CREDIT_CARD,0.55,1
5899,0,0.317975796,34,0,0.297933792,4500.0,11,0,2,0,0.0,0.31145033,0,0.3101810866812306,36,0.0,0.3002724275190009,4912.187153776939,11.0,0.0,2.0,0.0,0.0,0.31145033,stable,0.82774633,0.31145033,0.82774633,credit_card,unsecured,,6934.727470341243,6934.727470341243,0.2122541621667615,29,LGD_CREDIT_CARD,0.55,0
5900,0,0.058235299,64,0,0.206494588,1200.0,20,0,0,0,0.0,0.18827903,0,0.056558206133381354,66,0.0,0.21874704130297132,1168.631688472777,20.0,0.0,0.0,0.0,0.0,0.18827903,stable,0.18852767,0.18827903,0.18852767,credit_card,unsecured,,7607.817929664593,7607.817929664593,0.19872255145759662,9,LGD_CREDIT_CARD,0.55,0
5901,0,0.391278623,42,0,0.53397519,5400.0,10,0,1,0,1.0,0.32953814,0,0.3639750493295458,44,0.0,0.5307200746494792,5673.946162037547,10.0,0.0,1.0,0.0,1.0,0.32953814,stable,0.35458696,0.32953814,0.35458696,credit_card,unsecured,,9922.45768243252,9922.45768243252,0.17967175211803765,3,LGD_CREDIT_CARD,0.55,1
5902,0,0.137009532,35,0,0.125273352,3200.0,8,0,0,0,1.0,0.22694078,0,0.12779837237600125,37,2.0,0.13041929903022043,3274.1713182069175,8.0,0.0,0.0,0.0,1.0,0.22694078,deteriorating,0.46062005,0.22694078,0.46062005,credit_card,unsecured,,11472.853464952228,11472.853464952228,0.17836372862238203,6,LGD_CREDIT_CARD,0.55,0
5903,0,0.301826369,58,0,0.576535854,14600.0,11,1,4,0,0.0,0.7347756,0,0.3497233046745313,60,1.0,0.597477000897518,15303.432098161175,11.0,1.0,4.0,0.0,0.0,0.7347756,deteriorating,0.6675592,0.7347756,0.6675592,credit_card,unsecured,,2424.520581740966,2424.520581740966,0.21139886792048312,17,LGD_CREDIT_CARD,0.55,0
5904,0,0.365751682,28,0,0.009837678,6098.0,3,0,0,0,0.0,0.26938927,0,0.3503333774386648,30,0.0,0.00940724389565876,6536.667364346415,3.0,0.0,0.0,0.0,0.0,0.26938927,stable,0.18134785,0.26938927,0.18134785,credit_card,unsecured,,3892.784827817066,3892.784827817066,0.18940291886630078,23,LGD_CREDIT_CARD,0.55,0
5905,0,0.078459124,47,0,0.364336434,9998.0,15,0,2,0,3.0,0.17671442,0,0.06684015383290004,49,0.0,0.3611603008992041,11244.194385139092,15.0,0.0,2.0,0.0,3.0,0.17671442,improving,0.20940618,0.17671442,0.20940618,credit_card,unsecured,,26486.916801928448,26486.916801928448,0.20639347814338155,28,LGD_CREDIT_CARD,0.55,0
5906,0,0.975209916,43,0,0.079205366,3875.0,3,0,0,0,4.0,0.6767591,0,1.0,45,1.0,0.07622977097283579,3641.716892120506,3.0,0.0,0.0,0.0,4.0,0.6767591,deteriorating,0.79322195,0.6767591,0.79322195,credit_card,unsecured,,2833.9416452655987,2833.9416452655987,0.16997075194622122,6,LGD_CREDIT_CARD,0.55,1
5907,0,0.212644497,49,0,0.361556064,6991.0,15,0,2,0,0.0,0.13007596,0,0.2227752308068969,51,0.0,0.3806723718516278,6546.0233096529655,15.0,0.0,2.0,0.0,0.0,0.13007596,stable,0.2306565,0.13007596,0.2306565,credit_card,unsecured,,6069.310462345301,6069.310462345301,0.20363684167537754,10,LGD_CREDIT_CARD,0.55,1
5908,0,1.210940919,23,0,0.053964024,1500.0,4,1,0,0,0.0,0.91364086,0,1.0,25,0.0,0.054768779435795875,1461.8332297322384,4.0,1.0,0.0,0.0,0.0,0.91364086,deteriorating,0.8776802,0.91364086,0.8776802,credit_card,unsecured,,7265.887596128402,7265.887596128402,0.17724033005935,14,LGD_CREDIT_CARD,0.55,1
5909,0,0.9999999,55,0,0.105057944,9232.0,5,0,0,0,0.0,0.4408141,0,1.0,57,0.0,0.09799105342773112,10105.077748006624,5.0,0.0,0.0,0.0,0.0,0.4408141,stable,0.4609194,0.4408141,0.4609194,auto_loan,secured,vehicle,39624.94363593282,39624.94363593282,0.06495157521411027,24,LGD_AUTO,0.25,0
5910,1,0.860241984,52,0,1.13398086,7000.0,18,0,4,0,1.0,0.7664011,1,0.6679065374964681,54,0.0,1.054190103896972,8430.541580345707,18.0,0.0,4.0,0.0,1.0,0.7664011,improving,0.7260725,0.7664011,0.7260725,credit_card,unsecured,,2231.660655092406,2231.660655092406,0.189802372798725,5,LGD_CREDIT_CARD,0.55,0
5911,0,0.28771783,61,0,0.417910448,2679.0,10,0,0,0,0.0,0.27233845,0,0.29443739738265656,63,0.0,0.4105628937212077,2509.485105503529,10.0,0.0,0.0,0.0,0.0,0.27233845,stable,0.24813844,0.27233845,0.24813844,mortgage,secured,real_estate,272701.22238212876,272701.22238212876,0.05634958156998231,158,LGD_MORTGAGE,0.1,1
5912,0,0.9999999,57,0,0.325489282,8583.0,3,0,1,1,3.0,0.72303635,0,1.0,59,0.0,0.33020747879633994,9310.395197719483,3.0,0.0,1.0,1.0,3.0,0.72303635,stable,0.748715,0.72303635,0.748715,credit_card,unsecured,,2373.7044234702093,2373.7044234702093,0.21282501796314782,25,LGD_CREDIT_CARD,0.55,1
5913,0,0.547145285,34,0,0.107329843,4583.0,9,0,0,0,0.0,0.41329,0,0.5317734736865587,36,0.0,0.11433455355051866,4124.834166559144,9.0,0.0,0.0,0.0,0.0,0.41329,deteriorating,0.40190554,0.41329,0.40190554,credit_card,unsecured,,6649.90772100472,6649.90772100472,0.19592017384223193,15,LGD_CREDIT_CARD,0.55,1
5914,0,0.585068686,38,0,0.866506795,1250.0,6,0,0,0,0.0,0.46724385,0,0.4397991868888174,40,0.0,0.7667633404770027,1491.2307641841574,6.0,0.0,0.0,0.0,0.0,0.46724385,improving,0.9158815,0.46724385,0.9158815,credit_card,unsecured,,1787.1248346785014,1787.1248346785014,0.20667149354209302,7,LGD_CREDIT_CARD,0.55,1
5915,0,0.9999999,40,0,0.0,3191.0,1,0,0,0,1.0,0.6038454,0,0.8850486813897663,42,0.0,0.0,3263.388011076406,1.0,0.0,0.0,0.0,1.0,0.6038454,stable,0.55154437,0.6038454,0.55154437,credit_card,unsecured,,4172.501081774397,4172.501081774397,0.2156237347662731,17,LGD_CREDIT_CARD,0.55,0
5916,0,0.879487797,44,0,0.838100528,3600.0,8,0,1,0,3.0,0.49441025,0,0.8276799371770894,46,0.0,0.6744657672631597,4044.643034564616,8.0,0.0,1.0,0.0,3.0,0.49441025,improving,0.5296372,0.49441025,0.5296372,credit_card,unsecured,,2150.9470677445415,2150.9470677445415,0.19690071126676018,1,LGD_CREDIT_CARD,0.55,0
5917,0,0.114243412,77,0,0.725568608,4000.0,17,0,3,0,0.0,0.22941703,0,0.11310578894886998,79,0.0,0.7369905840555182,4381.1852255968,17.0,0.0,3.0,0.0,0.0,0.22941703,stable,0.67961365,0.22941703,0.67961365,credit_card,unsecured,,6832.48271553341,6832.48271553341,0.19582321632623514,32,LGD_CREDIT_CARD,0.55,1
5918,0,0.098674621,36,0,0.58145434,3547.0,8,0,1,0,2.0,0.12796311,0,0.10178875145322286,38,0.0,0.630228339823012,3668.970253302545,8.0,0.0,1.0,0.0,2.0,0.12796311,stable,0.12702529,0.12796311,0.12702529,auto_loan,secured,vehicle,20894.42770225509,20894.42770225509,0.05602015763520468,67,LGD_AUTO,0.25,0
5919,0,0.060688793,52,0,0.146262771,5578.0,4,0,0,0,1.0,0.10083346,0,0.06224898914388628,54,0.0,0.15027264782339847,5864.710432789758,4.0,0.0,0.0,0.0,1.0,0.10083346,stable,0.075731486,0.10083346,0.075731486,credit_card,unsecured,,11975.47407946057,11975.47407946057,0.2295740240783272,8,LGD_CREDIT_CARD,0.55,0
5920,1,0.9999999,45,0,0.00509704,5100.0,0,0,0,0,2.0,0.7384349,1,0.9622029130078973,47,0.0,0.0049146533665684,5462.9868563012415,0.0,0.0,0.0,0.0,2.0,0.7384349,stable,0.739733,0.7384349,0.739733,credit_card,unsecured,,1165.2502498425058,1165.2502498425058,0.22023359881623436,2,LGD_CREDIT_CARD,0.55,1
5921,0,0.248526153,70,0,0.550414167,3500.0,11,0,1,0,0.0,0.1700222,0,0.1966383240550954,72,0.0,0.513106857625798,3960.76948177489,11.0,0.0,1.0,0.0,0.0,0.1700222,improving,0.16425397,0.1700222,0.16425397,credit_card,unsecured,,2797.9022618165936,2797.9022618165936,0.1711990399465189,27,LGD_CREDIT_CARD,0.55,0
5922,0,0.285698661,54,0,0.592173913,5749.0,13,0,3,0,1.0,0.28856412,0,0.2938164796906939,56,0.0,0.6002246451700961,6173.096728551016,13.0,0.0,3.0,0.0,1.0,0.28856412,stable,0.2854922,0.28856412,0.2854922,credit_card,unsecured,,2905.869159640052,2905.869159640052,0.19874162711686774,13,LGD_CREDIT_CARD,0.55,1
5923,0,0.036224976,36,0,0.212817834,5741.0,7,0,1,0,0.0,0.07402529,0,0.035734243163574465,38,0.0,0.20075093277480321,5930.178063018301,7.0,0.0,1.0,0.0,0.0,0.07402529,stable,0.67365736,0.07402529,0.67365736,auto_loan,secured,vehicle,29491.584895454707,29491.584895454707,0.05993549977703955,63,LGD_AUTO,0.25,1
5924,0,0.031621566,63,0,0.177293935,4500.0,14,0,0,0,1.0,0.09266338,0,0.036929027161748666,65,1.0,0.18113380356718903,4275.912296614922,14.0,1.0,0.0,0.0,1.0,0.09266338,deteriorating,0.2676634,0.09266338,0.2676634,mortgage,secured,real_estate,460193.4137483938,460193.4137483938,0.0591315671693952,259,LGD_MORTGAGE,0.1,0
5925,1,0.462417982,43,0,1.416861046,3000.0,12,0,1,0,0.0,0.48940864,1,0.4553279364712787,45,0.0,1.2369855829521157,3249.4232055892194,12.0,0.0,1.0,0.0,0.0,0.48940864,improving,0.41639555,0.48940864,0.41639555,auto_loan,secured,vehicle,25506.593271808713,25506.593271808713,0.08315585515057604,32,LGD_AUTO,0.25,0
5926,0,0.387705586,49,0,0.053595712,12500.0,3,0,0,0,0.0,0.2242607,0,0.3479722381401653,51,0.0,0.054144220924241454,12673.73098239059,3.0,0.0,0.0,0.0,0.0,0.2242607,stable,0.6239547,0.2242607,0.6239547,credit_card,unsecured,,4402.505184979373,4402.505184979373,0.17988888197053485,23,LGD_CREDIT_CARD,0.55,0
5927,0,0.63139605,62,0,0.665833854,1600.0,9,0,1,0,1.0,0.40113226,0,0.5591363941838576,64,0.0,0.5843120880976072,1831.797855267735,9.0,0.0,1.0,0.0,1.0,0.40113226,improving,0.35200343,0.40113226,0.35200343,credit_card,unsecured,,8855.686446161417,8855.686446161417,0.18518209324647322,9,LGD_CREDIT_CARD,0.55,0
5928,0,0.0,53,0,0.273846154,8449.0,7,0,2,0,2.0,0.14703438,0,0.0,55,0.0,0.2752871597782025,8983.257737143658,7.0,0.0,2.0,0.0,2.0,0.14703438,stable,0.09867352,0.14703438,0.09867352,credit_card,unsecured,,5180.672381375023,5180.672381375023,0.18767646201321883,14,LGD_CREDIT_CARD,0.55,0
5929,0,0.119745723,31,0,0.595744681,6250.0,6,0,2,0,0.0,0.24623862,0,0.1080106241404778,33,0.0,0.6144001908271822,6457.113795178277,6.0,0.0,2.0,0.0,0.0,0.24623862,stable,0.25753048,0.24623862,0.25753048,credit_card,unsecured,,10155.134898251757,10155.134898251757,0.19048688443910777,22,LGD_CREDIT_CARD,0.55,0
5930,0,0.051579885,49,0,0.365090793,12500.0,19,0,3,0,3.0,0.24788149,0,0.054210997823154215,51,0.0,0.420473205840494,12679.155100551387,19.0,0.0,3.0,0.0,3.0,0.24788149,deteriorating,0.24985822,0.24788149,0.24985822,mortgage,secured,real_estate,438370.0211110373,438370.0211110373,0.06168924908880187,187,LGD_MORTGAGE,0.1,0
5931,0,0.217539123,53,0,0.067330572,11346.0,9,0,1,0,0.0,0.11543958,0,0.2298984886304006,55,0.0,0.0674740115355217,12020.659731043725,9.0,0.0,1.0,0.0,0.0,0.11543958,stable,0.09870501,0.11543958,0.09870501,credit_card,unsecured,,11917.941873944128,11917.941873944128,0.1695913829009273,26,LGD_CREDIT_CARD,0.55,0
5932,0,0.170482952,35,1,0.430395324,6500.0,7,0,2,0,0.0,0.43303052,0,0.19456721540916083,37,1.0,0.4651532182050343,5720.195899347126,7.0,1.0,2.0,1.0,0.0,0.43303052,deteriorating,0.43802023,0.43303052,0.43802023,credit_card,unsecured,,1982.4021299898543,1982.4021299898543,0.18712706820295263,19,LGD_CREDIT_CARD,0.55,0
5933,0,0.675578846,28,0,0.524822695,3947.0,10,0,2,0,0.0,0.67256624,0,0.6552602011326037,30,0.0,0.539839405088547,4046.50248020358,10.0,0.0,2.0,0.0,0.0,0.67256624,stable,0.63025725,0.67256624,0.63025725,credit_card,unsecured,,5432.471342469858,5432.471342469858,0.18630921953188934,25,LGD_CREDIT_CARD,0.55,0
5934,0,0.2976096,72,0,0.156136688,9100.0,9,0,1,0,0.0,0.124789834,0,0.2971995878437641,74,0.0,0.16257621095182936,9806.155659104024,9.0,0.0,1.0,0.0,0.0,0.124789834,stable,0.398679,0.124789834,0.398679,credit_card,unsecured,,9999.267540591842,9999.267540591842,0.17695641074465404,37,LGD_CREDIT_CARD,0.55,0
5935,1,0.813108598,30,0,0.300155521,4500.0,11,0,0,0,0.0,0.5943017,1,0.8470506678501627,32,0.0,0.2855872057204621,4958.101241997188,11.0,0.0,0.0,0.0,0.0,0.5943017,stable,0.733004,0.5943017,0.733004,credit_card,unsecured,,1400.7047245585431,1400.7047245585431,0.19134853480267344,17,LGD_CREDIT_CARD,0.55,1
5936,0,0.025182808,67,0,0.237502049,6100.0,14,0,1,0,0.0,0.10409564,0,0.027747659541884014,69,1.0,0.25752520350620206,5732.546566807535,14.0,0.0,1.0,0.0,0.0,0.10409564,deteriorating,0.3881813,0.10409564,0.3881813,auto_loan,secured,vehicle,39743.779692017866,39743.779692017866,0.06607438464237018,64,LGD_AUTO,0.25,0
5937,0,0.054147293,64,0,0.008062484,3968.0,3,0,0,0,0.0,0.038836032,0,0.033176778444037124,66,0.0,0.007457966747040528,4369.043082315052,3.0,0.0,0.0,0.0,0.0,0.038836032,improving,0.051628374,0.038836032,0.051628374,mortgage,secured,real_estate,187360.66497968964,187360.66497968964,0.06595420661707471,309,LGD_MORTGAGE,0.1,0
5938,0,0.113551937,64,0,0.170857316,3300.0,8,0,0,0,0.0,0.11429194,0,0.11708710042723605,66,0.0,0.16587964026101085,3494.355398592625,8.0,0.0,0.0,0.0,0.0,0.11429194,stable,0.09525347,0.11429194,0.09525347,auto_loan,secured,vehicle,47998.19089566761,47998.19089566761,0.06439814850492394,50,LGD_AUTO,0.25,0
5939,0,1.067382451,28,0,0.292951175,6000.0,8,0,1,0,0.0,0.5941713,0,1.0,30,1.0,0.3062224895380322,5667.125393167205,8.0,0.0,1.0,1.0,0.0,0.5941713,deteriorating,0.37844408,0.5941713,0.37844408,auto_loan,secured,vehicle,28502.533517565673,28502.533517565673,0.05902253609585307,61,LGD_AUTO,0.25,1
5940,0,0.9999999,39,2,0.453234358,4714.0,5,0,1,0,3.0,0.8184314,0,1.0,41,3.0,0.46455555484054445,4284.917542636624,5.0,0.0,1.0,0.0,3.0,0.8184314,deteriorating,0.81016064,0.8184314,0.81016064,credit_card,unsecured,,21412.082764092345,21412.082764092345,0.18687475853208307,3,LGD_CREDIT_CARD,0.55,1
5941,0,0.085314045,47,0,0.509956541,15416.0,18,0,2,0,3.0,0.20403133,0,0.09255197034383855,49,0.0,0.5586595395244818,16274.684531280198,18.0,0.0,2.0,0.0,3.0,0.20403133,stable,0.20015903,0.20403133,0.20015903,auto_loan,secured,vehicle,23412.86002014399,23412.86002014399,0.07495435924202222,64,LGD_AUTO,0.25,0
5942,1,0.567795124,38,2,0.140647262,4912.0,5,0,0,0,3.0,0.73081297,1,0.5300511297705277,40,2.0,0.16107963790293833,5176.817951878788,5.0,0.0,0.0,0.0,3.0,0.73081297,stable,0.72950184,0.73081297,0.72950184,credit_card,unsecured,,12529.692671141522,12529.692671141522,0.17774325350951095,29,LGD_CREDIT_CARD,0.55,1
5943,0,0.254972286,29,2,0.013997201,5000.0,4,0,0,0,0.0,0.44862092,0,0.2551402548499549,31,2.0,0.013326731300393536,5221.457550490351,4.0,0.0,0.0,0.0,0.0,0.44862092,stable,0.49804324,0.44862092,0.49804324,mortgage,secured,real_estate,496923.97400663176,496923.97400663176,0.06026012343623224,303,LGD_MORTGAGE,0.1,1
5944,0,0.625243566,40,0,0.474557522,7231.0,9,0,1,0,2.0,0.41480228,0,0.6222057295937891,42,0.0,0.5164165007330137,6716.078003043986,9.0,0.0,1.0,0.0,2.0,0.41480228,deteriorating,0.3951766,0.41480228,0.3951766,credit_card,unsecured,,4028.5347337546846,4028.5347337546846,0.17592000772628902,21,LGD_CREDIT_CARD,0.55,0
5945,0,0.692441999,48,0,0.485827291,4550.0,8,0,1,0,2.0,0.4308399,0,0.747802022640096,50,0.0,0.4792282786667298,4735.685374807034,8.0,0.0,1.0,0.0,2.0,0.4308399,stable,0.3565513,0.4308399,0.3565513,credit_card,unsecured,,2388.5385275742997,2388.5385275742997,0.19029957973083833,25,LGD_CREDIT_CARD,0.55,0
5946,0,0.352226371,65,1,0.672474321,7690.0,28,0,2,0,2.0,0.36151844,0,0.34365339883049995,67,1.0,0.6239139687684221,7971.712480131533,28.0,0.0,2.0,0.0,2.0,0.36151844,stable,0.39502564,0.36151844,0.39502564,credit_card,unsecured,,5274.626725647984,5274.626725647984,0.18620823408886936,26,LGD_CREDIT_CARD,0.55,0
5947,0,0.245156452,28,0,2.688715953,256.0,5,0,0,0,0.0,0.0900773,0,0.2284726695035542,30,0.0,2.6035363929574626,281.49010331565535,5.0,0.0,0.0,0.0,0.0,0.0900773,improving,0.095753826,0.0900773,0.095753826,credit_card,unsecured,,22456.136569738665,22456.136569738665,0.18062001975493863,36,LGD_CREDIT_CARD,0.55,0
5948,0,0.014797822,45,0,0.281537048,6531.0,6,0,2,0,1.0,0.085933484,0,0.01469414090471504,47,0.0,0.2835806370941345,6528.056822211736,6.0,0.0,2.0,0.0,1.0,0.085933484,stable,0.058132976,0.085933484,0.058132976,mortgage,secured,real_estate,621773.0383871084,621773.0383871084,0.06418645877112059,117,LGD_MORTGAGE,0.1,0
5949,0,0.931391408,51,0,0.292856571,12500.0,9,0,3,0,2.0,0.3768486,0,0.731681785118953,53,0.0,0.2896948079757016,13497.758466992902,9.0,0.0,3.0,0.0,2.0,0.3768486,improving,0.61198133,0.3768486,0.61198133,credit_card,unsecured,,4439.543456114087,4439.543456114087,0.18307624777868586,11,LGD_CREDIT_CARD,0.55,0
5950,0,0.0,43,0,0.14732856,16900.0,5,0,2,0,2.0,0.056711912,0,0.0,45,0.0,0.14842541970424875,17057.381426534543,5.0,0.0,2.0,0.0,2.0,0.056711912,stable,0.5890852,0.056711912,0.5890852,auto_loan,secured,vehicle,20536.29389251115,20536.29389251115,0.07258249186026353,59,LGD_AUTO,0.25,0
5951,0,0.06101868,65,0,0.560675343,2842.0,8,0,2,0,1.0,0.1971985,0,0.05517860279402291,67,0.0,0.5676394863202789,2856.4057634297224,8.0,0.0,2.0,0.0,1.0,0.1971985,stable,0.15317959,0.1971985,0.15317959,credit_card,unsecured,,8125.985709878019,8125.985709878019,0.16846475034015873,10,LGD_CREDIT_CARD,0.55,0
5952,0,0.9999999,23,0,0.002436054,820.0,1,0,0,0,0.0,0.47403827,0,1.0,25,0.0,0.002653871339982003,862.341634974237,1.0,0.0,0.0,0.0,0.0,0.47403827,stable,0.647104,0.47403827,0.647104,credit_card,unsecured,,10682.454452533108,10682.454452533108,0.18213787166998496,11,LGD_CREDIT_CARD,0.55,1
5953,0,0.183902642,51,0,0.548389032,16666.0,11,0,4,0,4.0,0.3178598,0,0.19854548885884282,53,0.0,0.6053042516537753,16212.436907855208,11.0,0.0,4.0,0.0,4.0,0.3178598,deteriorating,0.3536613,0.3178598,0.3536613,credit_card,unsecured,,19359.825161179153,19359.825161179153,0.19327964769955058,45,LGD_CREDIT_CARD,0.55,1
5954,0,0.677479363,49,0,0.239002095,5250.0,7,0,1,0,0.0,0.36504745,0,0.6644205512093906,51,0.0,0.2502813752947635,5525.851193940185,7.0,0.0,1.0,0.0,0.0,0.36504745,stable,0.6506375,0.36504745,0.6506375,credit_card,unsecured,,6947.822154581533,6947.822154581533,0.18401614958266763,13,LGD_CREDIT_CARD,0.55,0
5955,0,0.018377539,43,0,0.007374078,8000.0,12,0,0,1,3.0,0.5551517,0,0.01451415430115968,45,0.0,0.0067528212325408035,8418.45469278486,12.0,0.0,0.0,1.0,3.0,0.5551517,improving,0.48469502,0.5551517,0.48469502,credit_card,unsecured,,6509.215036325308,6509.215036325308,0.19102940145897415,3,LGD_CREDIT_CARD,0.55,1
5956,0,1.001996008,51,0,0.00535523,2800.0,1,0,0,2,0.0,0.91108704,0,1.0,53,0.0,0.004568076110611451,3064.12365100914,1.0,0.0,0.0,2.0,0.0,0.91108704,stable,0.8903859,0.91108704,0.8903859,credit_card,unsecured,,8749.985469947542,8749.985469947542,0.21025309823981417,8,LGD_CREDIT_CARD,0.55,1
5957,0,0.0,58,0,0.280474502,7333.0,8,0,2,0,2.0,0.10030543,0,0.0,60,0.0,0.2742036334995356,7960.856464299982,8.0,0.0,2.0,0.0,2.0,0.10030543,improving,0.079473056,0.10030543,0.079473056,credit_card,unsecured,,4172.366693420125,4172.366693420125,0.1952275384223436,20,LGD_CREDIT_CARD,0.55,0
5958,0,0.9999999,55,0,0.64583854,4000.0,7,0,1,0,2.0,0.45123273,0,0.7462363347731312,57,0.0,0.5410148818023567,4347.022272358677,7.0,0.0,1.0,0.0,2.0,0.45123273,improving,0.47592396,0.45123273,0.47592396,credit_card,unsecured,,2675.7747093982002,2675.7747093982002,0.1945060961040101,14,LGD_CREDIT_CARD,0.55,0
5959,0,0.381926952,50,2,0.385516355,7000.0,8,0,2,0,2.0,0.4897583,0,0.3736422571534577,52,2.0,0.3762667741749599,7197.379991186012,8.0,0.0,2.0,0.0,2.0,0.4897583,stable,0.471027,0.4897583,0.471027,mortgage,secured,real_estate,458765.6364478606,458765.6364478606,0.05888980071885428,262,LGD_MORTGAGE,0.1,0
5960,0,0.301441572,41,1,0.5745206,5266.0,10,0,2,0,2.0,0.58303314,0,0.23057155418914999,43,0.0,0.5521773042246906,6405.266998938588,10.0,0.0,2.0,0.0,2.0,0.58303314,improving,0.4596492,0.58303314,0.4596492,credit_card,unsecured,,21925.379633262306,21925.379633262306,0.1612182401976813,16,LGD_CREDIT_CARD,0.55,1
5961,1,0.126516464,27,0,0.770089286,3583.0,8,0,2,0,1.0,0.48371652,1,0.12341361126448314,29,0.0,0.8425864820871075,3683.36352007759,8.0,0.0,2.0,0.0,1.0,0.48371652,stable,0.2947704,0.48371652,0.2947704,credit_card,unsecured,,8177.57958385204,8177.57958385204,0.16914298922106152,46,LGD_CREDIT_CARD,0.55,0
5962,0,0.999134978,55,0,0.56898467,4500.0,7,0,1,1,0.0,0.8617269,0,0.8506543126631801,57,0.0,0.5229459675566964,5115.811950924151,7.0,0.0,1.0,1.0,0.0,0.8617269,improving,0.7977151,0.8617269,0.7977151,credit_card,unsecured,,5315.712280661891,5315.712280661891,0.19442819398051747,10,LGD_CREDIT_CARD,0.55,1
5963,0,0.022907425,59,0,0.489014166,6917.0,7,0,1,0,0.0,0.066226296,0,0.018819170648836148,61,0.0,0.4004822480447112,8814.327766592554,7.0,0.0,1.0,0.0,0.0,0.066226296,improving,0.065484464,0.066226296,0.065484464,credit_card,unsecured,,3882.1766653009604,3882.1766653009604,0.1939423181683021,15,LGD_CREDIT_CARD,0.55,0
