SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.017244805,72,0,0.008220395,4500.0,5,0,0,0,0.0
0,0.024315278,56,0,0.00679864,5000.0,5,0,0,0,0.0
0,0.66556817,47,0,0.417305023,19450.0,19,0,3,0,2.0
0,0.984800608,59,5,0.524725275,8371.0,9,0,2,0,1.0
0,0.294202794,43,0,0.838199931,2910.0,5,0,1,0,0.0
0,0.175686311,59,0,0.03700033,3026.0,6,0,0,0,0.0
0,0.050834087,41,0,0.007679386,8333.0,2,0,0,0,0.0
0,0.019959744,64,0,0.090119368,16000.0,13,0,1,0,1.0
0,0.288427893,64,0,0.408212238,7500.0,6,0,1,0,1.0
0,0.586079863,48,0,0.104712042,2864.0,5,0,0,0,3.0
0,0.8946654,49,0,0.390801314,7000.0,14,1,1,0,1.0
0,0.014627343,36,0,0.246197017,13541.0,9,0,1,0,1.0
0,1.02740487,59,0,0.31436475,5060.0,5,0,1,0,0.0
0,0.075056906,63,1,0.025444766,4833.0,10,0,0,0,1.0
0,0.131623341,72,0,0.018504388,10483.0,3,0,0,0,0.0
1,0.696521391,26,2,0.475873544,600.0,5,0,0,0,0.0
0,0.9999999,32,0,0.105964678,3000.0,2,2,0,0,1.0
0,0.171041448,39,0,0.20804558,11583.0,5,0,3,0,3.0
0,0.043619346,44,0,0.561348379,7000.0,9,0,2,0,2.0
0,0.159116246,91,0,0.184123484,1813.0,6,0,0,0,0.0
0,0.080491951,76,0,0.005578801,4301.0,5,0,0,0,0.0
0,0.066774042,69,0,0.019320453,1500.0,4,0,0,0,0.0
0,0.686017929,39,0,0.287622313,14000.0,19,0,1,0,0.0
0,0.512414904,26,0,0.173837311,5740.0,13,0,0,0,0.0
0,0.106322487,71,0,0.279087914,11533.0,11,0,2,0,0.0
0,0.067015234,57,0,0.230615399,11000.0,7,0,1,0,3.0
0,0.369087095,58,0,0.436412717,3333.0,9,0,2,0,0.0
0,0.013288298,54,0,0.226239067,3429.0,21,0,2,0,0.0
0,0.525768048,45,0,0.497071847,7000.0,8,0,1,0,1.0
0,0.0,63,0,1.051404093,2100.0,4,0,2,0,0.0
0,0.001586862,58,0,0.209158168,5000.0,8,0,2,0,1.0
0,0.010510489,69,0,0.068417957,5100.0,6,0,1,0,0.0
1,0.999613153,54,2,0.27112148,6000.0,4,1,1,0,0.0
0,0.148024446,56,0,0.69168607,7300.0,10,0,1,0,0.0
0,0.968659873,43,0,0.073398784,2138.0,12,0,0,0,2.0
0,0.216212067,42,0,0.663120567,2255.0,7,0,1,0,0.0
0,0.406597105,62,0,0.429406037,6161.0,16,0,0,0,1.0
0,0.030902597,53,0,0.753541076,6000.0,10,0,2,0,2.0
0,0.055144831,35,0,0.162405371,7000.0,4,0,0,0,3.0
0,0.596131881,50,1,0.385910676,30405.0,34,0,4,0,3.0
0,0.020483458,67,0,0.007246377,4001.0,4,0,0,0,0.0
0,0.111202433,47,0,0.341433318,10534.0,6,0,1,0,3.0
0,0.479091626,48,0,0.444774909,7396.0,12,0,1,1,2.0
0,0.344242047,52,0,0.49032212,14000.0,9,0,1,0,0.0
1,0.9999999,62,1,2150.0,0.0,4,0,2,0,0.0
0,0.016970596,61,1,0.099215505,4333.0,13,0,0,0,4.0
0,0.74385123,58,0,0.06637733,3916.0,3,0,0,0,1.0
1,0.351511422,31,1,0.259513984,2180.0,4,0,0,0,0.0
0,0.238278248,29,1,0.054877231,7452.0,5,0,0,0,0.0
0,0.062149815,46,1,0.135316699,2083.0,4,0,0,0,3.0
0,0.394297644,42,0,0.401802247,8100.0,15,0,4,0,1.0
0,0.0,38,0,0.058992626,8000.0,2,0,0,0,0.0
0,0.75784843,33,0,0.117687075,2939.0,3,1,0,0,0.0
0,0.025459356,63,0,0.326794591,18708.0,30,0,3,0,1.0
0,0.349498941,55,0,0.370691856,7833.0,10,0,1,0,0.0
0,0.222539929,53,0,0.483476812,3600.0,5,0,1,0,1.0
0,0.421578422,35,2,0.119968009,3750.0,8,4,0,0,0.0
0,0.162324144,46,0,0.189245375,14430.0,13,0,1,0,3.0
0,0.0,48,0,0.164580401,13500.0,10,0,2,0,1.0
0,0.083656881,55,0,0.322435807,7126.0,6,0,1,0,1.0
0,0.068736347,43,0,0.182925266,7800.0,3,0,1,0,2.0
0,0.0,46,1,0.247081712,6681.0,10,0,1,0,4.0
1,0.625687156,39,3,1.321861557,2556.0,6,1,1,2,1.0
0,0.228493987,56,0,0.306564342,7296.0,9,0,2,0,0.0
0,0.105763141,54,0,0.110842646,13243.0,4,0,1,0,0.0
0,0.075188926,52,0,0.533352378,7000.0,11,0,1,0,1.0
0,0.747649731,59,1,0.583119736,10923.0,7,0,1,0,1.0
0,0.568832349,29,0,89.0,0.0,2,0,0,0,0.0
0,0.412849011,48,3,0.280169058,8990.0,11,0,1,0,5.0
0,0.621221011,66,0,0.654644919,9870.0,19,0,1,0,0.0
0,0.635578752,53,0,0.38988155,4980.0,6,0,2,0,0.0
0,0.387687188,26,2,0.130921209,4200.0,6,0,0,1,1.0
0,0.025780444,101,0,0.013797241,1666.0,5,0,0,0,0.0
0,0.249763061,40,0,0.292486877,6095.0,6,0,2,0,3.0
0,0.337388426,39,0,0.333611065,6000.0,6,0,2,0,0.0
0,0.366185701,54,0,0.756097561,3771.0,11,0,1,0,1.0
0,0.504481616,59,0,0.691609977,4850.0,9,0,3,0,0.0
0,0.533884028,38,0,0.50764847,6667.0,10,0,2,0,2.0
0,0.9999999,75,0,0.069489894,5194.0,2,0,0,0,0.0
0,0.01699915,63,0,0.05970483,4471.0,2,0,0,0,0.0
0,0.870156261,64,1,0.625116651,7500.0,23,0,2,1,1.0
0,0.075696556,33,0,0.126752221,5064.0,5,0,0,0,0.0
0,0.253479555,42,0,0.562527045,2310.0,9,0,1,0,0.0
0,0.102254022,60,0,0.19666374,13667.0,12,0,2,0,2.0
0,0.248875112,38,0,0.028994201,5000.0,3,0,0,0,0.0
0,0.0,50,0,0.395892755,5258.0,16,0,0,0,2.0
0,0.9999999,65,0,0.167802832,3813.0,2,0,1,2,1.0
0,0.197965009,42,2,0.363510712,5787.0,13,0,1,0,2.0
0,0.665173572,54,0,0.166102842,2955.0,3,0,0,0,0.0
0,0.126258696,96,0,0.040494938,8000.0,9,0,0,0,0.0
0,0.068897552,55,0,0.16980789,16500.0,7,0,1,0,1.0
0,0.095761898,60,0,0.182629517,9187.0,9,0,2,0,0.0
0,0.004099863,80,0,0.000743679,4033.0,2,0,0,0,0.0
0,0.880918591,44,1,0.869096509,3895.0,4,2,1,0,0.0
0,0.34590552,62,0,0.493168944,3000.0,16,0,0,0,0.0
0,0.0,63,0,0.282968042,8166.0,3,0,1,0,1.0
0,0.01909729,72,0,0.080255966,7500.0,3,0,1,0,1.0
0,0.231038456,55,0,0.043241773,7353.0,7,0,0,0,0.0
0,0.224320871,45,0,0.544829741,3200.0,4,0,1,0,0.0
0,0.236133275,51,1,0.414228829,18834.0,15,0,2,0,1.0
0,0.264286786,70,0,0.277747699,5540.0,5,0,1,0,1.0
0,0.074056714,28,0,0.153369326,5000.0,6,0,0,0,0.0
0,0.805287788,45,0,0.350012244,12250.0,5,0,2,0,2.0
0,1.177217137,44,0,0.078505314,5833.0,6,0,0,0,0.0
1,0.0,55,0,0.810277957,3093.0,9,0,2,0,0.0
0,0.044538263,53,0,0.421710409,5600.0,13,0,1,1,2.0
0,0.002067869,49,0,0.000545355,5500.0,5,0,0,0,0.0
0,0.644392299,58,0,1.423728814,2300.0,12,0,1,0,0.0
0,0.9999999,38,1,0.962229217,5400.0,15,0,2,0,2.0
0,0.0,81,0,0.0,2400.0,6,0,0,0,0.0
1,0.346690354,53,0,0.481981462,26000.0,18,0,7,0,1.0
0,0.852026904,31,0,0.482398957,2300.0,7,0,0,0,2.0
0,0.38863857,63,0,0.334466553,10000.0,20,0,0,0,0.0
0,0.24513067,51,0,0.536774862,5791.0,14,0,2,0,0.0
0,0.067649406,29,0,0.84729064,3450.0,10,0,2,0,0.0
0,0.9999999,47,0,0.139912555,1600.0,1,0,0,0,0.0
0,0.007520402,45,0,0.080991901,10000.0,12,0,0,0,3.0
0,0.688671975,49,0,0.379961278,4131.0,7,0,1,0,2.0
0,0.673531826,47,0,1.01749514,3600.0,7,0,2,0,1.0
0,0.007497917,32,1,0.094283593,4040.0,2,0,0,0,1.0
0,0.282341078,37,0,0.170753323,3384.0,3,0,0,0,0.0
0,0.06137966,53,0,0.469829297,10075.0,10,0,2,0,1.0
0,0.0,44,0,0.871170623,4928.0,10,0,2,0,2.0
0,0.9999999,55,0,0.008883953,1800.0,0,1,0,0,0.0
0,0.0,63,0,0.0,5000.0,1,0,0,0,0.0
0,0.005334914,48,0,0.068206424,5541.0,8,0,0,0,0.0
0,0.536612778,60,0,0.274921688,5426.0,17,0,1,0,0.0
0,0.045926651,63,0,0.023990404,2500.0,11,0,0,0,0.0
0,0.010092554,37,0,0.003128259,1917.0,3,0,0,0,0.0
0,0.009499525,45,0,0.001769912,2824.0,1,0,0,0,0.0
0,0.020561223,68,0,0.297687359,5750.0,10,0,1,0,1.0
0,0.412398622,28,0,0.037259615,4991.0,5,0,0,0,0.0
0,0.137482815,26,0,33.0,0.0,1,0,0,0,0.0
0,0.348070295,34,1,0.476508121,3447.0,5,0,1,0,3.0
0,0.008838005,59,0,0.231208735,7875.0,11,0,1,0,0.0
0,0.057464775,53,0,1592.0,0.0,15,0,1,0,0.0
0,0.008966049,74,0,0.178102551,4036.0,18,0,1,0,1.0
0,0.142030346,52,0,0.598436648,5500.0,18,0,3,0,0.0
0,0.009220777,43,0,0.163059005,9100.0,12,0,1,0,2.0
0,0.207356867,61,0,1.874250167,4500.0,16,0,2,0,0.0
0,0.9999999,25,0,0.0,764.0,1,0,0,0,0.0
0,0.374651093,37,0,4539.0,0.0,11,0,1,0,2.0
1,0.626481574,46,0,0.738863057,13333.0,21,0,11,0,0.0
0,0.404397379,28,0,0.396059982,3400.0,8,0,0,0,0.0
0,0.0,29,0,0.047031158,1700.0,2,0,0,0,1.0
0,0.008724267,56,0,1.535464535,1000.0,13,0,1,0,0.0
0,0.019797308,80,0,0.006498375,4000.0,7,0,0,0,0.0
0,0.014495094,54,0,0.149053992,6500.0,9,0,1,0,3.0
0,0.121704503,63,1,0.066733317,4000.0,13,1,0,0,0.0
0,0.509132927,43,0,0.220995656,14040.0,4,0,1,0,0.0
0,0.0,49,0,0.279394645,11166.0,7,0,2,0,0.0
0,0.462859697,63,0,0.27909759,5850.0,5,0,2,0,0.0
0,0.003799905,59,0,0.398802203,18700.0,9,0,3,0,2.0
0,1.0408754,56,0,0.44183078,5483.0,13,0,1,0,0.0
0,0.056062983,54,0,0.228783833,19100.0,14,0,2,0,1.0
0,0.145124125,35,1,0.273748076,11042.0,8,0,2,0,2.0
0,0.01135253,23,0,0.042102493,15200.0,3,0,0,0,2.0
0,0.014016617,64,0,0.108944954,2615.0,10,0,0,0,2.0
0,0.744353643,54,1,0.310362542,13625.0,12,0,2,0,1.0
0,0.199745266,45,0,0.134310948,6000.0,14,0,0,0,3.0
0,0.290040569,44,0,0.125043098,8700.0,5,0,0,0,1.0
0,0.037354292,32,0,0.062816139,8500.0,3,0,0,0,1.0
0,0.016161527,59,0,0.241747848,10572.0,7,0,2,1,0.0
0,0.80182391,59,0,0.537386805,3864.0,6,0,1,0,0.0
0,0.372914193,61,0,0.530791789,3750.0,7,0,1,0,0.0
0,0.015110901,58,0,0.281572404,18900.0,9,0,3,0,1.0
0,0.009829445,58,0,0.732394366,2200.0,7,0,1,0,0.0
0,0.252754618,64,0,0.099354045,3250.0,7,0,0,0,0.0
1,0.9999999,35,1,0.900911497,3400.0,6,0,2,0,0.0
0,0.036096303,45,0,0.679476422,5958.0,5,0,2,0,2.0
0,0.753046435,35,0,0.360238216,7891.0,11,0,2,0,0.0
0,0.156131705,52,0,0.126012756,5800.0,5,0,0,0,1.0
0,0.356926124,86,0,0.248846225,5416.0,12,0,0,0,0.0
0,0.475004545,33,1,0.357331822,5291.0,11,0,2,0,1.0
0,0.216826619,56,1,0.854103343,3618.0,16,0,3,0,2.0
0,0.220718472,53,0,0.68705036,1945.0,9,0,1,0,0.0
0,0.00181814,46,0,1.512349225,1740.0,10,0,3,0,0.0
0,0.148276645,54,1,238.5,1.0,8,0,0,0,1.0
0,0.01682039,50,0,0.129980003,6500.0,18,0,0,0,0.0
0,0.022070903,57,0,0.101911945,5700.0,5,0,0,0,0.0
0,0.043312328,25,0,0.0063226,6800.0,7,0,0,0,0.0
0,0.009396483,55,0,0.230802792,4583.0,18,0,1,0,0.0
0,0.951192951,32,0,0.253919301,3890.0,6,0,0,0,5.0
0,0.005801171,48,0,0.003259098,1840.0,7,0,0,0,0.0
0,0.700866089,25,0,0.113286131,2400.0,4,0,0,0,0.0
0,0.217281718,38,0,0.116202587,4560.0,6,0,0,0,2.0
0,0.0,61,0,0.124019697,5482.0,5,0,0,0,3.0
0,0.162915064,73,1,0.381340244,2700.0,12,0,0,0,1.0
0,0.809551347,38,0,0.332612807,3700.0,14,0,0,0,0.0
0,0.072487691,54,1,0.094714949,18750.0,9,0,1,0,1.0
0,0.005094019,26,0,0.242973708,3308.0,9,0,2,0,1.0
0,0.015619577,61,0,0.075560188,5756.0,7,0,0,0,0.0
0,0.184569575,32,0,0.431389975,5625.0,7,0,1,0,0.0
0,0.01392649,86,0,0.0094392,1800.0,3,0,0,0,0.0
0,0.011347607,52,0,0.39537812,13500.0,7,0,2,0,2.0
0,0.355205488,75,0,0.088962613,42500.0,16,0,2,0,1.0
0,0.063106707,39,0,0.21044088,15400.0,9,0,2,0,4.0
0,0.01249875,59,0,0.000426015,7041.0,2,0,0,0,2.0
0,0.657144762,62,0,0.175087757,9400.0,10,0,1,1,0.0
0,0.608737626,56,0,1.030262091,3700.0,17,0,1,0,1.0
0,0.084389306,66,0,0.075154627,8568.0,9,0,1,0,0.0
0,0.03092988,76,0,0.298197115,8319.0,16,0,2,0,0.0
1,0.255450308,83,0,0.011318619,5300.0,6,0,0,0,0.0
0,0.462399783,46,1,0.84503874,4000.0,9,0,1,0,1.0
0,0.9999999,27,0,0.145059966,1750.0,1,1,0,0,0.0
0,0.010029429,74,0,0.134178801,6386.0,12,0,1,0,0.0
0,0.082930734,68,0,0.488336868,3300.0,11,0,1,0,0.0
0,1.001303781,61,0,0.644407065,5944.0,11,0,1,0,2.0
0,0.004580777,43,0,0.326490887,5650.0,8,0,1,0,3.0
0,0.0,62,0,0.131519274,5291.0,6,0,1,0,0.0
1,0.495996232,61,7,0.087974864,3500.0,13,3,0,3,0.0
0,0.045734197,45,0,1.019992003,2500.0,16,0,2,0,0.0
0,0.0,57,0,0.324611033,4241.0,7,0,1,0,1.0
0,0.550494627,40,0,0.191643782,5097.0,9,1,1,0,2.0
0,0.0,80,0,0.345907928,3127.0,4,0,1,0,0.0
0,0.322330069,40,0,1.739977933,2718.0,12,0,2,0,1.0
0,0.0,52,1,0.0,5890.0,4,2,0,0,0.0
0,0.078300943,79,0,0.156670302,2750.0,4,0,1,0,0.0
0,0.196423421,47,1,0.401411557,6800.0,9,0,1,0,0.0
0,0.225231231,45,0,0.009366298,11850.0,2,0,0,0,4.0
0,1.020979021,26,0,30.0,0.0,1,0,0,0,0.0
0,0.284056414,54,0,0.103049125,7083.0,11,0,0,0,0.0
0,0.418990326,42,0,0.424164524,3500.0,6,0,1,0,0.0
0,0.000509236,70,0,0.010930351,3933.0,7,0,0,0,0.0
0,0.040747963,58,0,0.180246436,15500.0,7,0,2,0,0.0
0,0.305584692,43,0,0.505148515,5049.0,9,0,1,0,0.0
0,0.007199942,61,0,0.263983371,10583.0,14,0,1,0,0.0
0,0.004255543,65,0,0.331095558,7000.0,9,0,1,0,0.0
0,0.11812054,51,0,0.309822799,14333.0,18,0,3,0,2.0
0,0.414585415,28,0,0.002013761,5958.0,2,0,0,0,0.0
0,0.447639199,66,0,0.182636227,6000.0,5,0,1,0,0.0
0,0.540498603,43,0,0.230419633,6600.0,9,0,0,0,2.0
1,0.5052784,62,0,0.414859252,6500.0,23,0,0,0,2.0
0,0.02669733,67,0,0.016960651,1473.0,10,0,0,0,0.0
0,0.074913303,55,0,0.289338361,2916.0,11,0,1,0,0.0
0,0.090046844,35,0,0.317424918,6725.0,18,0,1,0,0.0
0,0.342950105,60,0,0.343165683,10000.0,9,0,2,0,0.0
0,6.38e-05,34,0,0.052447378,20000.0,21,0,0,0,2.0
0,0.055190654,51,0,0.643162055,6324.0,16,0,4,0,2.0
0,0.9999999,47,1,0.350373483,4283.0,1,0,1,0,2.0
0,0.056731442,76,0,0.2307972,11000.0,6,0,1,0,0.0
0,0.041630642,57,0,0.205279472,10000.0,11,0,2,0,0.0
0,0.048015,59,1,0.263739891,6058.0,10,0,1,0,0.0
0,0.842845715,41,0,0.520079987,6000.0,6,0,1,0,0.0
0,0.9999999,56,0,0.195792301,11169.0,5,0,1,0,1.0
0,0.066928871,35,0,0.611050027,3637.0,5,0,1,0,2.0
0,0.056781658,35,0,0.264547552,3900.0,6,0,0,0,0.0
0,0.021948181,49,0,0.101053769,3700.0,5,0,0,0,0.0
0,0.317853572,45,1,0.94457065,2200.0,8,0,1,0,2.0
0,0.008473238,63,0,0.254913076,5291.0,9,0,1,0,0.0
0,0.563579801,66,0,0.287485006,2500.0,6,0,0,0,0.0
0,0.020445154,72,0,0.008712871,5049.0,7,0,0,0,1.0
0,0.794554235,52,0,0.332681468,8692.0,8,0,1,0,0.0
0,0.389154092,49,0,0.541322934,6666.0,12,0,3,0,0.0
0,0.07739484,51,0,0.199873698,9500.0,4,0,2,0,3.0
0,0.010713039,69,0,0.362363919,4500.0,12,0,1,0,0.0
0,0.382741486,33,0,0.282858201,2700.0,6,0,0,0,1.0
0,0.9999999,23,0,0.229808493,1200.0,1,0,0,0,0.0
0,0.305162581,49,0,0.185703574,4000.0,3,0,1,0,0.0
0,0.572304518,36,0,0.38845234,5853.0,8,0,2,1,1.0
0,0.00851503,58,0,0.179863269,8044.0,6,0,1,0,1.0
0,0.019631208,75,0,0.290709633,2916.0,6,0,1,0,0.0
0,0.783814412,61,0,0.269473053,10000.0,4,0,1,0,0.0
0,0.989000917,42,0,4326.0,0.0,5,0,2,0,3.0
0,0.43964009,49,0,0.059312591,11666.0,4,0,1,0,1.0
0,0.104384595,33,0,0.362687182,7278.0,14,0,2,0,0.0
0,0.996301876,42,2,0.083305565,3000.0,2,0,0,0,4.0
0,0.134670952,55,0,0.199577004,10401.0,5,0,2,0,1.0
0,0.294355308,53,0,0.197185706,5400.0,17,0,1,0,1.0
0,0.02215552,62,0,0.31596674,9500.0,6,0,2,0,1.0
0,0.937306893,35,0,0.215223097,2666.0,8,0,0,0,0.0
0,0.36349975,69,0,0.501253582,5583.0,11,0,3,0,1.0
0,0.366240643,57,0,0.392006646,10833.0,7,0,2,0,3.0
0,0.9999999,55,1,0.891709639,2520.0,3,0,1,1,1.0
0,0.020554194,78,0,0.008664741,4500.0,10,0,0,0,0.0
0,0.076684532,69,0,0.614405817,4400.0,14,0,1,0,0.0
0,0.042740336,74,0,0.012974052,9017.0,12,0,0,0,0.0
0,0.203776318,36,0,0.259774023,10000.0,15,0,2,0,2.0
0,0.054981673,37,0,0.764884833,2300.0,7,0,1,0,0.0
0,0.980667472,52,0,1.359276018,1104.0,6,0,0,0,0.0
0,0.018773891,35,0,0.543829296,1733.0,10,0,2,0,0.0
0,0.9999999,56,0,0.121168645,7666.0,3,0,0,0,0.0
0,0.210567591,39,0,0.165667166,2667.0,18,0,0,0,0.0
0,0.711826639,61,0,0.454576157,2960.0,12,0,1,0,0.0
0,0.9999999,25,0,0.0,2916.0,0,2,0,0,1.0
0,0.9999999,27,0,0.042744657,2666.0,1,0,0,0,0.0
0,0.925802473,68,1,0.468804231,12100.0,7,0,2,0,1.0
0,0.016092649,66,0,0.005200208,3845.0,2,0,0,0,0.0
0,0.597405261,29,0,0.522496121,5800.0,8,0,1,0,2.0
0,0.221174188,62,0,0.69878204,5500.0,12,0,1,0,1.0
0,0.018808628,51,0,0.62273579,1600.0,4,0,1,0,0.0
0,0.9999999,51,0,964.5,1.0,4,0,1,0,0.0
0,0.040619289,54,0,0.271900682,5718.0,4,0,1,0,0.0
0,0.035617116,78,0,0.219406227,4142.0,6,0,1,0,0.0
0,0.55335774,46,1,0.751891074,1982.0,9,0,1,0,2.0
0,0.085980255,61,0,0.252390057,7844.0,8,0,1,0,0.0
0,0.701209832,34,0,0.618865519,6275.0,13,0,2,0,2.0
0,0.273258139,44,0,3.762904637,1142.0,5,0,2,0,2.0
0,0.063210313,61,0,0.438712258,5000.0,13,0,1,0,0.0
0,0.408669753,55,0,0.495197918,11140.0,23,0,1,0,0.0
0,0.146767235,68,0,3.203592814,500.0,3,0,1,0,0.0
0,0.007190203,38,0,0.435557488,4600.0,7,0,1,0,2.0
0,0.069706389,66,0,0.027328779,6000.0,12,0,0,0,0.0
0,0.0,51,0,0.234144987,10800.0,10,0,2,0,1.0
0,0.249059086,51,0,0.274893265,7260.0,13,0,1,0,3.0
0,0.054421564,82,1,0.263812332,7800.0,11,0,2,0,0.0
0,0.090863638,50,0,0.259712487,8416.0,5,0,1,0,2.0
0,0.017849108,68,0,35.0,0.0,1,0,0,0,0.0
0,0.034847384,54,0,0.206420154,7382.0,6,0,1,0,0.0
0,0.053416439,42,0,0.611186166,3700.0,21,0,2,0,2.0
0,0.033999015,73,0,0.176100629,2702.0,10,0,0,0,0.0
0,0.826826933,59,5,0.25528511,8750.0,9,0,1,1,0.0
0,0.397412351,36,0,0.177440582,12916.0,18,0,1,0,0.0
0,0.067260319,58,0,0.0109978,5000.0,3,0,0,0,0.0
0,0.024379404,44,0,0.003789184,2902.0,2,0,0,0,1.0
0,0.017640053,72,0,0.048334586,3992.0,6,0,0,0,0.0
1,0.0,36,0,0.747061208,2466.0,5,2,1,0,0.0
0,0.293030848,46,0,0.588941106,10000.0,13,0,1,0,2.0
0,0.9999999,47,1,0.098239513,4600.0,1,1,0,0,1.0
0,0.121767618,36,0,0.265811182,12000.0,32,0,1,0,2.0
0,0.0,48,0,0.360610446,7600.0,7,0,2,0,2.0
0,0.116724346,76,0,0.528074246,2154.0,10,0,1,1,0.0
0,0.49070186,28,1,0.231034483,1739.0,3,0,0,0,0.0
0,0.332702403,56,0,0.866522106,8300.0,15,0,3,0,3.0
0,0.213152605,48,0,0.460908414,9400.0,15,0,2,0,1.0
0,0.239486518,71,0,0.456933569,11876.0,33,0,1,0,0.0
0,0.78630619,62,0,0.189091506,6086.0,8,0,0,0,0.0
0,0.007283321,90,0,0.00182785,6017.0,3,0,0,0,0.0
0,0.0,55,0,0.816721625,9400.0,8,0,2,0,0.0
0,0.434674615,58,0,0.512279018,12500.0,28,0,2,0,3.0
0,0.71335613,62,0,0.422632794,6061.0,15,0,1,0,1.0
0,0.844264177,41,1,0.207544811,40000.0,22,1,2,0,2.0
0,0.9999999,49,0,0.0,2916.0,0,0,0,0,3.0
0,0.0,55,0,0.11327504,10063.0,8,0,1,0,0.0
0,0.055929605,66,0,16.0,1.0,9,0,0,0,0.0
0,0.06894248,76,0,0.05952381,1595.0,5,0,0,0,0.0
0,0.0,32,0,0.270702663,11000.0,5,0,1,0,0.0
0,0.142720645,54,0,0.269751755,18086.0,17,0,2,0,2.0
0,0.364787359,49,0,0.514588641,12166.0,6,0,4,0,0.0
0,0.114706291,74,0,0.514485514,1000.0,6,0,0,0,0.0
0,0.553757977,62,0,0.829109509,4300.0,14,0,2,0,0.0
0,0.051626977,47,1,0.117868486,8500.0,15,1,0,0,0.0
0,0.106602516,31,0,0.374814307,8750.0,8,0,1,0,2.0
0,0.009851739,76,0,0.075815739,4167.0,31,0,0,0,0.0
0,0.061677533,32,0,0.015328224,3000.0,5,0,0,0,0.0
0,0.050773933,56,0,0.26544897,15000.0,9,0,3,0,2.0
0,0.005104401,74,0,0.062633729,5140.0,9,0,0,0,0.0
0,0.738125319,59,2,1.0013413,8200.0,14,0,4,0,1.0
0,0.208560269,75,0,0.652705255,9000.0,16,0,4,0,0.0
0,0.90542471,41,2,0.453899028,4218.0,11,2,0,1,1.0
0,0.749925007,45,2,0.734292831,3612.0,8,0,1,0,3.0
0,0.176276318,52,0,0.233308327,9330.0,8,0,2,0,0.0
0,0.11240869,51,0,0.112539274,3500.0,3,0,0,0,0.0
0,0.9999999,31,0,0.004196871,2620.0,0,1,0,0,2.0
0,0.144952633,39,0,0.088785988,4966.0,7,0,0,0,2.0
0,0.550866878,41,0,0.485551445,10000.0,11,0,4,0,0.0
0,0.893712866,53,0,0.49871639,7400.0,8,0,1,0,0.0
0,0.187741374,44,0,0.718122084,10500.0,19,0,3,0,3.0
0,0.426098018,43,2,0.367077561,9166.0,6,0,1,0,3.0
0,0.458688986,67,0,0.810066128,10887.0,30,0,6,0,1.0
0,0.08515574,43,0,0.501388592,4680.0,15,0,1,0,2.0
0,0.01801458,71,0,0.00279944,5000.0,3,0,0,0,0.0
0,0.279524497,45,0,0.4439572,5700.0,9,0,2,0,0.0
0,0.0,26,0,0.0,1300.0,2,0,0,0,1.0
0,0.0,42,0,0.53543657,4500.0,8,0,2,0,0.0
0,0.032827454,80,0,0.383087112,3925.0,7,0,1,0,0.0
0,0.9999999,44,0,0.175845536,7716.0,4,0,0,0,1.0
0,0.903079589,24,1,0.879415347,820.0,5,0,0,0,0.0
0,0.383952208,35,0,0.498566762,15000.0,18,0,2,0,0.0
0,0.9999999,24,0,0.039415497,5200.0,3,0,0,0,1.0
0,0.032806737,52,0,0.209671555,8250.0,6,0,1,0,0.0
0,0.118786717,43,0,0.264911696,3000.0,5,0,0,0,1.0
0,0.9999999,22,0,0.0,1600.0,1,0,0,0,0.0
0,0.33848832,31,0,0.410562181,1760.0,4,0,0,0,0.0
0,0.279839909,41,0,1.037984806,2500.0,12,0,2,0,2.0
0,0.349656816,70,0,0.567717996,3233.0,20,0,0,0,0.0
0,0.011585083,52,0,0.139684814,5583.0,8,0,1,0,0.0
0,0.791950503,60,1,0.080552747,8900.0,5,0,0,0,3.0
0,0.0,37,0,0.766243752,2600.0,7,0,1,0,1.0
0,0.935299715,25,0,33.0,0.0,5,0,0,0,0.0
1,0.707885432,53,0,5.968031968,1000.0,14,0,2,0,1.0
0,0.0,71,0,0.552567237,3680.0,6,0,1,0,0.0
0,0.043494167,47,0,0.102470106,11456.0,5,0,1,0,3.0
0,0.830507296,47,0,0.671679909,7047.0,12,0,1,0,0.0
0,0.313124584,40,0,0.005197921,2500.0,3,0,0,0,0.0
0,0.030499365,78,0,0.274817883,7000.0,5,0,1,0,1.0
0,0.130813701,70,0,0.133987239,10500.0,11,0,1,0,0.0
0,0.00134253,60,0,0.0,7000.0,4,0,0,0,4.0
0,0.120915283,72,0,0.40314441,5151.0,17,0,2,0,0.0
1,0.065220735,39,1,0.008159347,4166.0,9,0,0,1,1.0
0,0.639345355,55,0,0.374362564,10000.0,6,0,2,0,1.0
0,0.16225585,40,0,815.0,1.0,7,0,1,0,3.0
0,0.452030653,43,0,0.309939557,5955.0,8,0,0,0,2.0
0,0.001118865,64,0,0.086255783,6700.0,10,0,0,0,0.0
0,0.004761864,59,1,0.053844163,3862.0,11,0,1,0,0.0
0,0.28540565,64,0,0.816485226,4500.0,8,0,2,0,0.0
0,0.31374625,48,0,0.253980126,9358.0,7,0,2,0,1.0
0,0.092716364,48,0,0.096419377,4272.0,7,0,0,0,0.0
